time_ms,torque
340.000,-0.00236621225421650020
341.000,-0.00236567238510957019
342.000,-0.00236644362651202995
343.000,-0.00236712587752791002
344.000,-0.00236818188160817017
345.000,-0.00236765981245463985
346.000,-0.00236831239881116987
347.000,-0.00236510285223155009
348.000,-0.00236758862116410009
349.000,-0.00236643176126871994
350.000,-0.00236391039066212016
351.000,-0.00236663347036667002
352.000,-0.00236619445634317013
353.000,-0.00236373241107890996
354.000,-0.00236449772283615000
355.000,-0.00236456891456782994
356.000,-0.00236214245731798016
357.000,-0.00236599867969459988
358.000,-0.00236729199067746985
359.000,-0.00236914889461960990
360.000,-0.00236853783753592992
361.000,-0.00236642582864696020
362.000,-0.00236687670769984010
363.000,-0.00236755895812337021
364.000,-0.00236615886059460007
365.000,-0.00236554186721579015
366.000,-0.00236483588347113005
367.000,-0.00236503166057608002
368.000,-0.00236536388821469981
369.000,-0.00236567238510957019
370.000,-0.00236567831774029021
371.000,-0.00236676992059256996
372.000,-0.00236400531308053000
373.000,-0.00236621225421650020
374.000,-0.00236541134928785991
375.000,-0.00236589782502747000
376.000,-0.00236661567250837004
377.000,-0.00236615886059460007
378.000,-0.00236617072584440011
379.000,-0.00236706061877544000
380.000,-0.00236504945849089990
381.000,-0.00236535795558023018
382.000,-0.00236445026167605987
383.000,-0.00236501979529918013
384.000,-0.00236647922224027989
385.000,-0.00236388666005469010
386.000,-0.00236310948203757995
387.000,-0.00236194074640397019
388.000,-0.00236270012824400018
389.000,-0.00236372647842504006
390.000,-0.00236167377595117994
391.000,-0.00236146613216688984
392.000,-0.00236597494918652004
393.000,-0.00236409430283138992
394.000,-0.00236711401230082011
395.000,-0.00236565458721696995
396.000,-0.00236422482110392991
397.000,-0.00236451552077003016
398.000,-0.00236305015542165016
399.000,-0.00236447399225666981
400.000,-0.00236015500799008999
401.000,-0.00236313914534290979
402.000,-0.00236310354937631015
403.000,-0.00236356036408811015
404.000,-0.00236382140087845012
405.000,-0.00236039824848234981
406.000,-0.00236025586381835009
407.000,-0.00236506132376708986
408.000,-0.00236285437753899980
409.000,-0.00236543507982274991
410.000,-0.00236534609031109015
411.000,-0.00236601647757492001
412.000,-0.00236455111663587013
413.000,-0.00236479435498445018
414.000,-0.00236427228228546990
415.000,-0.00236445619432131991
416.000,-0.00236251028289237008
417.000,-0.00235842859035604018
418.000,-0.00236267046491257012
419.000,-0.00236109830582254985
420.000,-0.00236322813524829020
421.000,-0.00236427228228546990
422.000,-0.00236383326618386019
423.000,-0.00236120509414401020
424.000,-0.00236068895037848999
425.000,-0.00236197634245353992
426.000,-0.00236674025750315984
427.000,-0.00236614699534450990
428.000,-0.00236494267099245006
429.000,-0.00236417735991786013
430.000,-0.00236660973988878998
431.000,-0.00236434347404932983
432.000,-0.00236418329256637017
433.000,-0.00236301455944870013
434.000,-0.00236530456186689018
435.000,-0.00236356629674394983
436.000,-0.00236417142726928981
437.000,-0.00236017873877504992
438.000,-0.00236049910426143006
439.000,-0.00236326373120599982
440.000,-0.00236494860363185020
441.000,-0.00236442653109430979
442.000,-0.00236505539112902979
443.000,-0.00236773100373502019
444.000,-0.00236726826023092021
445.000,-0.00236580883559837007
446.000,-0.00236544694508978009
447.000,-0.00236385699679381991
448.000,-0.00236547067562297006
449.000,-0.00236752336247217018
450.000,-0.00236576730719268010
451.000,-0.00236538168611765982
452.000,-0.00236587409451459018
453.000,-0.00236456891456782994
454.000,-0.00236484181611180998
455.000,-0.00236694789909198998
456.000,-0.00236627158045635017
457.000,-0.00236427821493285020
458.000,-0.00236670466179353996
459.000,-0.00236481808554868996
460.000,-0.00236528083132578988
461.000,-0.00236742250811332018
462.000,-0.00236815221860271980
463.000,-0.00236662160512787984
464.000,-0.00236799203834282997
465.000,-0.00236704282093237999
466.000,-0.00236684704461677994
467.000,-0.00236419515786316994
468.000,-0.00236647922224027989
469.000,-0.00236370868046302009
470.000,-0.00236630717619687979
471.000,-0.00236675805535701981
472.000,-0.00236717927104630006
473.000,-0.00236653854844838009
474.000,-0.00236596901655933018
475.000,-0.00236652075058669002
476.000,-0.00236627158045635017
477.000,-0.00236682331414906017
478.000,-0.00236744030594282983
479.000,-0.00236838952259689007
480.000,-0.00236608173646397999
481.000,-0.00236774880155352996
482.000,-0.00236497233418874993
483.000,-0.00236730385590032009
484.000,-0.00236382140087845012
485.000,-0.00236532235977197003
486.000,-0.00236426041699050980
487.000,-0.00236156698773004993
488.000,-0.00236328746184305983
489.000,-0.00236259927290993982
490.000,-0.00236374427638642989
491.000,-0.00236486554667378985
492.000,-0.00236584443137191017
493.000,-0.00236192888105354014
494.000,-0.00236466383686092987
495.000,-0.00236714960798122985
496.000,-0.00236325186588703983
497.000,-0.00236465790421814008
498.000,-0.00236392818861695013
499.000,-0.00236515624596649000
500.000,-0.00236704875354681009
501.000,-0.00236354256612016003
502.000,-0.00236182209288703007
503.000,-0.00236095592135836989
504.000,-0.00236385106414144014
505.000,-0.00236205939989267985
506.000,-0.00236164411255871017
507.000,-0.00236487741195435999
508.000,-0.00236412989872729004
509.000,-0.00236402311103196990
510.000,-0.00236468756743137996
511.000,-0.00236472316328494980
512.000,-0.00236205346721891007
513.000,-0.00235995922897113981
514.000,-0.00236055249848915981
515.000,-0.00236383919883645984
516.000,-0.00236242722552830985
517.000,-0.00236182209288703007
518.000,-0.00236020840225465009
519.000,-0.00235970412286145995
520.000,-0.00236307981873050020
521.000,-0.00236255181156920990
522.000,-0.00236113983461694018
523.000,-0.00236157292040959981
524.000,-0.00236304422275966999
525.000,-0.00236316880864645982
526.000,-0.00236479435498445018
527.000,-0.00236009568102276985
528.000,-0.00236084320029541009
529.000,-0.00236003042135055985
530.000,-0.00236059996002011994
531.000,-0.00236051096964585982
532.000,-0.00236075420996455015
533.000,-0.00235922950649627983
534.000,-0.00235865996626198008
535.000,-0.00235962106503015022
536.000,-0.00236244502353606016
537.000,-0.00236219585136979984
538.000,-0.00236137714194716020
539.000,-0.00236143053608090002
540.000,-0.00236150766093066013
541.000,-0.00236135934390131015
542.000,-0.00235976938257635022
543.000,-0.00236356036408811015
544.000,-0.00236103304628151010
545.000,-0.00236053470041388018
546.000,-0.00235927696815312017
547.000,-0.00236011347911370016
548.000,-0.00236128815171156000
549.000,-0.00236108050776674986
550.000,-0.00236001855595470000
551.000,-0.00236195854442906991
552.000,-0.00235795397277722019
553.000,-0.00235936002604172001
554.000,-0.00235969225745782983
555.000,-0.00236042791194890009
556.000,-0.00236029739268288005
557.000,-0.00236324000056781008
558.000,-0.00236138307462896999
559.000,-0.00236427821493285020
560.000,-0.00236385106414144014
561.000,-0.00236380360291980982
562.000,-0.00236140087267397002
563.000,-0.00236221958205765992
564.000,-0.00236402311103196990
565.000,-0.00235897440001339980
566.000,-0.00235963293043546995
567.000,-0.00236293150216861005
568.000,-0.00236399344777921995
569.000,-0.00236064742154655982
570.000,-0.00236292556950521001
571.000,-0.00236244502353606016
572.000,-0.00236165004523735018
573.000,-0.00236151952629109997
574.000,-0.00236330525982010988
575.000,-0.00236496640154962995
576.000,-0.00236403497633257999
577.000,-0.00236345950892798010
578.000,-0.00236536982084909007
579.000,-0.00236446212696650015
580.000,-0.00236489520987469021
581.000,-0.00236366715188248994
582.000,-0.00236441466580301993
583.000,-0.00236398158247762020
584.000,-0.00236370868046302009
585.000,-0.00236299082879866005
586.000,-0.00236516811124013989
587.000,-0.00236326373120599982
588.000,-0.00236247468688090007
589.000,-0.00236326966386537010
590.000,-0.00236549440615503983
591.000,-0.00236632497406619006
592.000,-0.00236547067562297006
593.000,-0.00236637836767031014
594.000,-0.00236624191733731011
595.000,-0.00236545881035652014
596.000,-0.00236376207434719002
597.000,-0.00236361969064336017
598.000,-0.00236611733221805997
599.000,-0.00236594528604984001
600.000,-0.00236585036400059016
601.000,-0.00236525116814781996
602.000,-0.00236523930287613985
603.000,-0.00236641396340321998
604.000,-0.00236640209815920004
605.000,-0.00236470536535847995
606.000,-0.00236712587752791002
607.000,-0.00236793271230760017
608.000,-0.00236513251541832980
609.000,-0.00236777253197721985
610.000,-0.00236484181611180998
611.000,-0.00236670466179353996
612.000,-0.00236641396340321998
613.000,-0.00236573764404365014
614.000,-0.00236843698338218018
615.000,-0.00236942179365789984
616.000,-0.00236789118407873013
617.000,-0.00236452145341451000
618.000,-0.00236629531095032021
619.000,-0.00236239162951091012
620.000,-0.00236481808554868996
621.000,-0.00236688857293257003
622.000,-0.00236701315785919995
623.000,-0.00236780812761063983
624.000,-0.00236878107394046999
625.000,-0.00236841325299009999
626.000,-0.00236698942739938011
627.000,-0.00236777253197721985
628.000,-0.00236678178582783996
629.000,-0.00236929720933284991
630.000,-0.00236781999282120997
631.000,-0.00236765387984747997
632.000,-0.00236873954578224006
633.000,-0.00236808695998452995
634.000,-0.00236717333843342991
635.000,-0.00236684111199995982
636.000,-0.00236764201463295987
637.000,-0.00236529862923172017
638.000,-0.00236687670769984010
639.000,-0.00236823527501351999
640.000,-0.00236666906608138002
641.000,-0.00236871581540454984
642.000,-0.00236932093968287997
643.000,-0.00236962350154675981
644.000,-0.00237021082699393013
645.000,-0.00236862682647818014
646.000,-0.00236972435546059989
647.000,-0.00236986080484098997
648.000,-0.00236865055686009008
649.000,-0.00236911329908186990
650.000,-0.00236822934241321011
651.000,-0.00236528083132578988
652.000,-0.00236637243504790986
653.000,-0.00236827087061391994
654.000,-0.00236878700653422002
655.000,-0.00237089307285725994
656.000,-0.00236898871467977005
657.000,-0.00236990826548629007
658.000,-0.00237076255632950005
659.000,-0.00236768947548937018
660.000,-0.00236901244504448020
661.000,-0.00237076848889968992
662.000,-0.00237194906896232016
663.000,-0.00236753522768952005
664.000,-0.00237095833110833980
665.000,-0.00237038287169092981
666.000,-0.00237100579164920998
667.000,-0.00236928534415742006
668.000,-0.00237151599217841000
669.000,-0.00237113037554752010
670.000,-0.00236884633246785010
671.000,-0.00237155158754469991
672.000,-0.00236896498431394013
673.000,-0.00236889379320967021
674.000,-0.00237156938522688990
675.000,-0.00237601878585056011
676.000,-0.00237474329506303988
677.000,-0.00237643406121711013
678.000,-0.00237296353502524987
679.000,-0.00237304065809184001
680.000,-0.00237361611444308982
681.000,-0.00237540180466757006
682.000,-0.00237556198254803988
683.000,-0.00237521789666731006
684.000,-0.00237249486382567999
685.000,-0.00237241774067469989
686.000,-0.00237590606819141010
687.000,-0.00237587047313586987
688.000,-0.00237428055806410002
689.000,-0.00237471363244777999
690.000,-0.00237527722183609015
691.000,-0.00237737732826518019
692.000,-0.00237814261908787013
693.000,-0.00237918673490568984
694.000,-0.00237892570615613015
695.000,-0.00237764429031342992
696.000,-0.00237755530297988982
697.000,-0.00237945962845237001
698.000,-0.00237940623624846017
699.000,-0.00237861128498097988
700.000,-0.00237839771576783994
701.000,-0.00237753750551126988
702.000,-0.00237734173331461979
703.000,-0.00237868840717436010
704.000,-0.00237945369598555013
705.000,-0.00237931724922924980
706.000,-0.00237973252184973992
707.000,-0.00237919859984561015
708.000,-0.00238017745641662002
709.000,-0.00238146479819476009
710.000,-0.00238052153887620020
711.000,-0.00238042068714538991
712.000,-0.00238183854195966015
713.000,-0.00238376658074275017
714.000,-0.00238177328513199983
715.000,-0.00238160124436359978
716.000,-0.00238196312315239016
717.000,-0.00238081222904501988
718.000,-0.00238253856921029003
719.000,-0.00238034949767607995
720.000,-0.00238201058264619989
721.000,-0.00238079443169261990
722.000,-0.00237872993450431985
723.000,-0.00238120377063731018
724.000,-0.00238412252554932999
725.000,-0.00238356487857294000
726.000,-0.00238253263678009017
727.000,-0.00238378437798910997
728.000,-0.00238389116145394002
729.000,-0.00238276993393305011
730.000,-0.00238280552849626020
731.000,-0.00238253263678009017
732.000,-0.00238339877084243991
733.000,-0.00238191566365407014
734.000,-0.00238163090656928018
735.000,-0.00238106139191204000
736.000,-0.00238142920353588000
737.000,-0.00238453186176288984
738.000,-0.00238230127194726015
739.000,-0.00238377251315826993
740.000,-0.00238349962197112984
741.000,-0.00238584885425794984
742.000,-0.00238794891617849980
743.000,-0.00238567088250236014
744.000,-0.00238752771802755014
745.000,-0.00238915318498591003
746.000,-0.00238577766556333009
747.000,-0.00238578359795494016
748.000,-0.00238696414248053008
749.000,-0.00238762856832142999
750.000,-0.00238532680359482014
751.000,-0.00238804976638721991
752.000,-0.00238743873245719990
753.000,-0.00238862520542333992
754.000,-0.00238750992091475017
755.000,-0.00238699973674444009
756.000,-0.00238589631338205011
757.000,-0.00238730822025862979
758.000,-0.00238787772778358996
759.000,-0.00239099814288911989
760.000,-0.00239057694731297996
761.000,-0.00239119984205316992
762.000,-0.00239075491731812004
763.000,-0.00239016168372070984
764.000,-0.00239136594718585005
765.000,-0.00239252868156579999
766.000,-0.00239302106316489991
767.000,-0.00239271258318377988
768.000,-0.00239130662393051982
769.000,-0.00239389904360545009
770.000,-0.00239113458645020009
771.000,-0.00239017948073890017
772.000,-0.00239385751753834995
773.000,-0.00239472363193623996
774.000,-0.00239399989261115985
775.000,-0.00239553635435286018
776.000,-0.00239728637257916001
777.000,-0.00239779061397951991
778.000,-0.00239813468428953010
779.000,-0.00239889401103041003
780.000,-0.00240002706675221996
781.000,-0.00239767790124014021
782.000,-0.00239936858965646019
783.000,-0.00239930926735289988
784.000,-0.00239936265742642010
785.000,-0.00239942791195297015
786.000,-0.00239758891748053987
787.000,-0.00240000333786297019
788.000,-0.00240142706922015980
789.000,-0.00240112452664678015
790.000,-0.00240517620902018980
791.000,-0.00240486773655624979
792.000,-0.00240323045643883997
793.000,-0.00240554400286248013
794.000,-0.00240486180439161007
795.000,-0.00240390672496489013
796.000,-0.00240329571045938984
797.000,-0.00240776262448161998
798.000,-0.00240296944027126999
799.000,-0.00240535417381645012
800.000,-0.00240307028744310988
801.000,-0.00240258384795561004
802.000,-0.00240377621707511986
803.000,-0.00240388299626020019
804.000,-0.00240727025743418983
805.000,-0.00240557366364440011
806.000,-0.00240705076835281018
807.000,-0.00240613721816568997
808.000,-0.00240552027423568014
809.000,-0.00240340842192932015
810.000,-0.00240449401004628983
811.000,-0.00240744822148332991
812.000,-0.00240760245694122011
813.000,-0.00240735923946669992
814.000,-0.00240720500393359991
815.000,-0.00240643382555272983
816.000,-0.00240823719466976005
817.000,-0.00240563891735841003
818.000,-0.00240561518873611989
819.000,-0.00240659992561244014
820.000,-0.00240753127135118986
821.000,-0.00240674822919042988
822.000,-0.00240665331490558980
823.000,-0.00240625586114168004
824.000,-0.00240933463650047988
825.000,-0.00240810668791304004
826.000,-0.00240734737519661011
827.000,-0.00240707449690680990
828.000,-0.00240850414020216987
829.000,-0.00240678975418436979
830.000,-0.00240767364252108011
831.000,-0.00240604230376459003
832.000,-0.00240486773655624979
833.000,-0.00240518214118108989
834.000,-0.00240366943786717979
835.000,-0.00240333723574075002
836.000,-0.00240638636838265982
837.000,-0.00240252452603443006
838.000,-0.00240366350568829018
839.000,-0.00240239401778301982
840.000,-0.00240207367920296016
841.000,-0.00240196689963054991
842.000,-0.00240449401004628983
843.000,-0.00240455333173323011
844.000,-0.00240529485222475007
845.000,-0.00240559146011270000
846.000,-0.00240529485222475007
847.000,-0.00240556773148815992
848.000,-0.00240277367805594990
849.000,-0.00240340842192932015
850.000,-0.00240211520458605016
851.000,-0.00240215672996568980
852.000,-0.00240214486557186000
853.000,-0.00240078045839914019
854.000,-0.00240224571291041984
855.000,-0.00240142706922015980
856.000,-0.00240229317047444988
857.000,-0.00240436943448073997
858.000,-0.00240195503523220983
859.000,-0.00240371689529575005
860.000,-0.00240371096311742987
861.000,-0.00240486180439161007
862.000,-0.00240081605167714006
863.000,-0.00240183045903255002
864.000,-0.00240418553716044989
865.000,-0.00240134995054241008
866.000,-0.00240163469637021988
867.000,-0.00240139147598576004
868.000,-0.00240230503486474995
869.000,-0.00240265503425170007
870.000,-0.00240445248486122979
871.000,-0.00240408469021408978
872.000,-0.00240262537329623011
873.000,-0.00240077452618589005
874.000,-0.00240120757756755003
875.000,-0.00240355079427599996
876.000,-0.00240179486582693018
877.000,-0.00240473129675173019
878.000,-0.00240459485690989018
879.000,-0.00240186012003528989
880.000,-0.00240358638735630988
881.000,-0.00240432197711424982
882.000,-0.00240400163977235988
883.000,-0.00240295164370940995
884.000,-0.00240409655456177984
885.000,-0.00240192537423510998
886.000,-0.00240327198172562984
887.000,-0.00240263723767862982
888.000,-0.00240538383460966012
889.000,-0.00240511688740732005
890.000,-0.00240685500773927998
891.000,-0.00240415587629599003
892.000,-0.00240617874321049979
893.000,-0.00240748974641899005
894.000,-0.00240688466844324019
895.000,-0.00240826685529152993
896.000,-0.00240677788990074004
897.000,-0.00240600671085952015
898.000,-0.00240855159717075001
899.000,-0.00240498637983419016
900.000,-0.00240534230949868014
901.000,-0.00240660585775639979
902.000,-0.00240700331124143021
903.000,-0.00240540756324295014
904.000,-0.00240809482366072984
905.000,-0.00240597111795191020
906.000,-0.00240963124198619993
907.000,-0.00240713381828684984
908.000,-0.00240751940708520008
909.000,-0.00240932277227737983
910.000,-0.00240897870968481004
911.000,-0.00240800584175944986
912.000,-0.00240864651109436992
913.000,-0.00240713975042446994
914.000,-0.00240910328409919003
915.000,-0.00240626772543772001
916.000,-0.00240952446403166001
917.000,-0.00241059224254842018
918.000,-0.00241238373248070992
919.000,-0.00240949480348467016
920.000,-0.00240954819246797002
921.000,-0.00241008801408924009
922.000,-0.00240834397289986990
923.000,-0.00240833804077657991
924.000,-0.00241078800169522000
925.000,-0.00240918040157820984
926.000,-0.00240929311171840998
927.000,-0.00240982106940448989
928.000,-0.00240894311698928000
929.000,-0.00240769737104543991
930.000,-0.00241077020541231998
931.000,-0.00240772703169930997
